Date,Gold,Silver,Oil,SP500,Euro_STOXX_50,DAX,USDPLN,EURUSD,USDGBP
2010-01-04,1117.699951171875,17.440000534057617,81.51000213623047,1132.989990234375,4352.8682504661265,8724.054530832218,2.825000047683716,1.4423978328704834,1.6113698482513428
2010-01-05,1118.0999755859375,17.7810001373291,81.7699966430664,1136.52001953125,4327.5442300969735,8665.345249986276,2.8452999591827397,1.4365959167480469,1.599078893661499
2010-01-06,1135.9000244140625,18.163000106811523,83.18000030517578,1137.1400146484375,4335.124196429184,8691.869212752907,2.837899923324585,1.4404033422470093,1.602384328842163
2010-01-07,1133.0999755859375,18.33300018310547,82.66000366210938,1141.68994140625,4305.919240937219,8618.538873535814,2.867300033569336,1.4318032264709473,1.5933969020843506
2010-01-08,1138.199951171875,18.45800018310547,82.75,1144.97998046875,4349.051121199911,8700.85428221355,2.81820011138916,1.44110906124115,1.602410078048706
2010-01-11,1150.699951171875,18.683000564575195,82.5199966430664,1146.97998046875,4368.237812977284,8765.527198791504,2.7980000972747803,1.4511260986328125,1.6112918853759766
2010-01-12,1128.9000244140625,18.243000030517575,80.79000091552734,1136.219970703125,4309.524330587941,8603.443197727203,2.8122000694274902,1.447659969329834,1.615169644355774
2010-01-13,1136.4000244140625,18.538000106811523,79.6500015258789,1145.6800537109375,4325.814415041386,8660.808392240724,2.786799907684326,1.4523905515670776,1.628611445426941
2010-01-14,1142.5999755859375,18.64299964904785,79.38999938964844,1148.4599609375,4335.04893541662,8683.814717660192,2.79040002822876,1.4499897956848145,1.6333998441696167
2010-01-15,1130.0999755859375,18.410999298095703,78.0,1136.030029296875,4231.306143522263,8456.093484983314,2.8153998851776123,1.4390974044799805,1.626995086669922
2010-01-18,1130.0999755859375,18.410999298095703,78.0,1136.030029296875,4261.3239491914865,8526.695570790907,2.7860000133514404,1.4406731128692627,1.63529634475708
2010-01-19,1139.699951171875,18.78400039672852,79.0199966430664,1150.22998046875,4262.6279141796695,8535.023823826283,2.802500009536743,1.4281021356582642,1.6356706619262695
2010-01-20,1112.300048828125,17.865999221801758,77.62000274658203,1138.0400390625,4112.600494112878,8256.708803757152,2.864799976348877,1.4110342264175415,1.6298059225082395
2010-01-21,1102.699951171875,17.496000289916992,76.08000183105469,1116.47998046875,4036.3280654549594,8101.513025236199,2.900599956512451,1.409701585769653,1.620509147644043
2010-01-22,1089.199951171875,16.917999267578125,74.54000091552734,1091.760009765625,4011.539045717509,8053.79211063555,2.886699914932251,1.414107084274292,1.611006498336792
2010-01-25,1095.199951171875,17.131000518798828,75.26000213623047,1096.780029296875,3972.350880001439,7968.431464944966,2.871999979019165,1.4150075912475586,1.6250121593475342
2010-01-26,1097.9000244140625,16.84600067138672,74.70999908447266,1092.1700439453125,3982.115215782833,7983.1714330700925,2.8896000385284424,1.4082324504852295,1.614700198173523
2010-01-27,1084.4000244140625,16.42799949645996,73.66999816894531,1097.5,3910.987217615184,7917.946689943201,2.912800073623657,1.4030951261520386,1.617808818817139
2010-01-28,1083.5999755859375,16.20199966430664,73.63999938964844,1084.530029296875,3823.51418693061,7738.756397438003,2.9179000854492188,1.3968042135238647,1.614309310913086
2010-01-29,1083.0,16.183000564575195,72.88999938964844,1073.8699951171875,3850.611495776567,7777.67122732778,2.9107000827789307,1.386693239212036,1.5984909534454346
2010-02-01,1104.300048828125,16.652999877929688,74.43000030517578,1089.18994140625,3890.213585050078,7874.991328790202,2.8554999828338623,1.3926994800567627,1.595252513885498
2010-02-02,1117.4000244140625,16.736000061035156,77.2300033569336,1103.3199462890625,3955.289954625769,7979.958156477661,2.839600086212158,1.3976240158081057,1.599206805229187
2010-02-03,1111.4000244140625,16.309999465942383,76.9800033569336,1097.280029296875,3898.70322751184,7884.801856074482,2.880300045013428,1.3901052474975586,1.5920017957687378
2010-02-04,1062.4000244140625,15.343000411987305,73.13999938964844,1063.1099853515625,3721.375854862563,7605.409879670944,2.963000059127808,1.3744947910308838,1.5769885778427124
2010-02-05,1052.199951171875,14.822999954223633,71.19000244140625,1066.18994140625,3600.1038448930776,7434.219180639368,2.983799934387207,1.368007779121399,1.565802812576294
2010-02-08,1065.699951171875,15.07800006866455,71.88999938964844,1056.739990234375,3638.0009525700007,7489.38350833545,3.0099000930786133,1.3654673099517822,1.5576082468032837
2010-02-09,1076.699951171875,15.430999755859377,73.75,1070.52001953125,3677.650952938857,7577.744510654593,2.940700054168701,1.378207802772522,1.5693906545639038
2010-02-10,1075.800048828125,15.302000045776367,74.5199966430664,1068.1300048828125,3713.6156084043905,7614.317274823319,2.951509952545166,1.3753266334533691,1.5612071752548218
2010-02-11,1094.199951171875,15.592000007629396,75.27999877929688,1078.469970703125,3667.0543186068535,7530.346393213025,2.927870035171509,1.3681762218475342,1.5702037811279297
2010-02-12,1089.5,15.449000358581545,74.12999725341797,1075.510009765625,3646.60957552318,7499.747849895211,2.9388999938964844,1.363493800163269,1.5698094367980957
2010-02-15,1089.5,15.449000358581545,74.12999725341797,1075.510009765625,3650.8238253961317,7496.769525261014,2.958080053329468,1.3603036403656006,1.5667105913162231
2010-02-16,1119.300048828125,16.149999618530273,77.01000213623047,1094.8699951171875,3745.708205965755,7698.721340403543,2.8891000747680664,1.3767088651657104,1.579005479812622
2010-02-17,1119.5,16.097999572753906,77.33000183105469,1099.510009765625,3758.5722025036807,7685.652322205714,2.921499967575073,1.360692262649536,1.5682092905044556
2010-02-18,1118.0,16.059999465942383,79.05999755859375,1106.75,3740.0047492125595,7646.676236719359,2.963779926300049,1.3461486101150513,1.5423054695129397
2010-02-19,1121.300048828125,16.413000106811523,79.80999755859375,1109.1700439453125,3803.1941295452416,7790.613242495805,2.9251999855041504,1.3615074157714844,1.5464078187942505
2010-02-22,1112.5999755859375,16.222000122070312,80.16000366210938,1108.010009765625,3779.8065579804825,7739.479103939084,2.9114999771118164,1.3605626821517944,1.548658847808838
2010-02-23,1102.699951171875,15.887999534606934,78.86000061035156,1094.5999755859375,3693.6531852453486,7580.647937373725,2.94881010055542,1.3527040481567385,1.5445923805236816
2010-02-24,1096.5,15.9399995803833,80.0,1105.239990234375,3703.987119659432,7605.176041076891,2.9340999126434326,1.354316234588623,1.5417109727859497
2010-02-25,1107.800048828125,16.110000610351562,78.16999816894531,1102.93994140625,3633.6340739135635,7488.568728088868,2.933500051498413,1.3536012172698977,1.5243902206420898
2010-02-26,1118.300048828125,16.5,79.66000366210938,1104.489990234375,3719.1869911281683,7631.280417465954,2.891200065612793,1.3631035089492798,1.523902416229248
2010-03-01,1117.800048828125,16.448999404907227,78.69999694824219,1115.7099609375,3760.3580938693485,7748.708143659402,2.891700029373169,1.356208086013794,1.4978805780410769
